"Father_height","Mother_height","Child_height","gender"
"65.00","66.00","61.00","0"
"65.00","65.00","69.00","1"
"65.00","65.00","68.00","1"
"65.00","65.00","68.00","1"
"65.00","65.00","65.00","0"
"65.00","65.00","65.00","0"
"65.00","65.00","62.00","0"
"65.00","65.00","62.00","0"
"65.00","65.00","61.00","0"
"65.00","65.00","59.00","0"
"65.00","65.50","70.70","1"
"65.00","65.50","65.50","0"
"65.00","65.00","69.20","1"
"65.00","65.00","69.00","1"
"65.00","65.00","68.00","1"
"65.00","65.00","67.70","1"
"65.00","65.00","64.50","0"
"65.00","65.00","60.50","0"
"65.00","64.00","67.00","1"
"65.00","64.00","67.00","1"
"65.00","64.00","64.00","0"
"65.00","64.00","64.00","0"
"65.00","64.00","62.50","0"
"65.00","64.00","60.50","0"
"65.00","63.00","70.00","1"
"65.00","63.00","63.00","0"
"65.00","63.00","66.00","1"
"65.00","63.00","66.00","1"
"65.00","63.00","63.00","0"
"65.50","63.00","71.00","1"
"65.50","63.00","71.00","1"
"65.50","63.00","69.00","1"
"65.50","63.00","63.50","0"
"65.50","60.00","68.00","1"
"65.50","60.00","68.00","1"
"65.50","60.00","67.00","1"
"65.50","60.00","67.00","1"
"65.50","60.00","62.00","0"
"64.00","64.00","71.50","1"
"64.00","64.00","68.00","1"
"64.00","64.00","65.50","0"
"64.00","64.00","64.00","0"
"64.00","64.00","62.00","0"
"64.00","64.00","62.00","0"
"64.00","64.00","61.00","0"
"64.00","64.00","70.50","1"
"64.00","64.00","68.00","1"
"64.00","64.00","67.00","0"
"64.00","64.00","65.00","0"
"64.00","64.00","64.00","0"
"64.00","64.00","64.00","0"
"64.00","64.00","60.00","0"
"64.00","63.00","64.50","1"
"64.00","60.00","66.00","1"
"64.00","60.00","60.00","0"
"63.00","63.50","68.50","0"
"63.00","63.50","63.50","0"
"62.00","66.00","64.00","1"
"62.00","66.00","62.00","0"
"62.00","66.00","61.00","0"
"62.50","63.00","66.50","1"
"62.50","63.00","57.00","0"
